fips,admin2,province_state,country_region,last_update,latitude,longitude,confirmed,deaths,recovered,active,combined_key
13297,Walton,Georgia,US,2020-05-05T02:32:34,33.78,-83.736,136,4,0,132,"Walton, Georgia, US"
46129,Walworth,South Dakota,US,2020-05-05T02:32:34,45.43,-100.031,5,0,0,5,"Walworth, South Dakota, US"
55127,Walworth,Wisconsin,US,2020-05-05T02:32:34,42.669,-88.542,211,8,0,203,"Walworth, Wisconsin, US"
19179,Wapello,Iowa,US,2020-05-05T02:32:34,41.031,-92.41,94,0,0,94,"Wapello, Iowa, US"
38101,Ward,North Dakota,US,2020-05-05T02:32:34,48.224,-101.544,25,1,0,24,"Ward, North Dakota, US"
13299,Ware,Georgia,US,2020-05-05T02:32:34,31.054,-82.422,133,12,0,121,"Ware, Georgia, US"
13301,Warren,Georgia,US,2020-05-05T02:32:34,33.411,-82.678,13,0,0,13,"Warren, Georgia, US"
17187,Warren,Illinois,US,2020-05-05T02:32:34,40.849,-90.615,85,0,0,85,"Warren, Illinois, US"
18171,Warren,Indiana,US,2020-05-05T02:32:34,40.347,-87.356,11,1,0,10,"Warren, Indiana, US"
19181,Warren,Iowa,US,2020-05-05T02:32:34,41.336,-93.56,27,0,0,27,"Warren, Iowa, US"
21227,Warren,Kentucky,US,2020-05-05T02:32:34,36.999,-86.427,400,1,0,399,"Warren, Kentucky, US"
28149,Warren,Mississippi,US,2020-05-05T02:32:34,32.358,-90.834,83,2,0,81,"Warren, Mississippi, US"
29219,Warren,Missouri,US,2020-05-05T02:32:34,38.765,-91.161,22,0,0,22,"Warren, Missouri, US"
34041,Warren,New Jersey,US,2020-05-05T02:32:34,40.86,-74.996,977,87,0,890,"Warren, New Jersey, US"
36113,Warren,New York,US,2020-05-05T02:32:34,43.562,-73.843,192,0,0,192,"Warren, New York, US"
37185,Warren,North Carolina,US,2020-05-05T02:32:34,36.397,-78.107,17,0,0,17,"Warren, North Carolina, US"
39165,Warren,Ohio,US,2020-05-05T02:32:34,39.426,-84.166,172,11,0,161,"Warren, Ohio, US"
42123,Warren,Pennsylvania,US,2020-05-05T02:32:34,41.813,-79.27,1,0,0,1,"Warren, Pennsylvania, US"
47177,Warren,Tennessee,US,2020-05-05T02:32:34,35.673,-85.78,8,0,0,8,"Warren, Tennessee, US"
51187,Warren,Virginia,US,2020-05-05T02:32:34,38.908,-78.203,63,0,0,63,"Warren, Virginia, US"
18173,Warrick,Indiana,US,2020-05-05T02:32:34,38.089,-87.272,103,16,0,87,"Warrick, Indiana, US"
49051,Wasatch,Utah,US,2020-05-05T02:32:34,40.331,-111.169,165,1,0,164,"Wasatch, Utah, US"
41065,Wasco,Oregon,US,2020-05-05T02:32:34,45.163,-121.167,13,1,0,12,"Wasco, Oregon, US"
27161,Waseca,Minnesota,US,2020-05-05T02:32:34,44.022,-93.587,6,0,0,6,"Waseca, Minnesota, US"
56043,Washakie,Wyoming,US,2020-05-05T02:32:34,43.905,-107.68,8,0,0,8,"Washakie, Wyoming, US"
55129,Washburn,Wisconsin,US,2020-05-05T02:32:34,45.898,-91.791,1,0,0,1,"Washburn, Wisconsin, US"
01129,Washington,Alabama,US,2020-05-05T02:32:34,31.409,-88.207,38,2,0,36,"Washington, Alabama, US"
05143,Washington,Arkansas,US,2020-05-05T02:32:34,35.977,-94.218,91,3,0,88,"Washington, Arkansas, US"
08121,Washington,Colorado,US,2020-05-05T02:32:34,39.97,-103.203,8,0,0,8,"Washington, Colorado, US"
12133,Washington,Florida,US,2020-05-05T02:32:34,30.614,-85.66,12,0,0,12,"Washington, Florida, US"
13303,Washington,Georgia,US,2020-05-05T02:32:34,32.967,-82.794,43,1,0,42,"Washington, Georgia, US"
16087,Washington,Idaho,US,2020-05-05T02:32:34,44.453,-116.785,1,0,0,1,"Washington, Idaho, US"
17189,Washington,Illinois,US,2020-05-05T02:32:34,38.353,-89.41,13,0,0,13,"Washington, Illinois, US"
18175,Washington,Indiana,US,2020-05-05T02:32:34,38.602,-86.105,45,0,0,45,"Washington, Indiana, US"
19183,Washington,Iowa,US,2020-05-05T02:32:34,41.336,-91.717,149,7,0,142,"Washington, Iowa, US"
20201,Washington,Kansas,US,2020-05-05T02:32:34,39.784,-97.088,0,0,0,0,"Washington, Kansas, US"
21229,Washington,Kentucky,US,2020-05-05T02:32:34,37.756,-85.174,5,0,0,5,"Washington, Kentucky, US"
22117,Washington,Louisiana,US,2020-05-05T02:32:34,30.853,-90.039,291,21,0,270,"Washington, Louisiana, US"
23029,Washington,Maine,US,2020-05-05T02:32:34,45.016,-67.628,2,0,0,2,"Washington, Maine, US"
24043,Washington,Maryland,US,2020-05-05T02:32:34,39.608,-77.82,237,6,0,231,"Washington, Maryland, US"
27163,Washington,Minnesota,US,2020-05-05T02:32:34,45.039,-92.884,152,12,0,140,"Washington, Minnesota, US"
28151,Washington,Mississippi,US,2020-05-05T02:32:34,33.284,-90.942,77,3,0,74,"Washington, Mississippi, US"
29221,Washington,Missouri,US,2020-05-05T02:32:34,37.961,-90.879,9,1,0,8,"Washington, Missouri, US"
31177,Washington,Nebraska,US,2020-05-05T02:32:34,41.528,-96.22,23,1,0,22,"Washington, Nebraska, US"
36115,Washington,New York,US,2020-05-05T02:32:34,43.312,-73.43,188,8,0,180,"Washington, New York, US"
37187,Washington,North Carolina,US,2020-05-05T02:32:34,35.838,-76.573,25,3,0,22,"Washington, North Carolina, US"
39167,Washington,Ohio,US,2020-05-05T02:32:34,39.457,-81.491,103,14,0,89,"Washington, Ohio, US"
40147,Washington,Oklahoma,US,2020-05-05T02:32:34,36.714,-95.905,276,23,0,253,"Washington, Oklahoma, US"
41067,Washington,Oregon,US,2020-05-05T02:32:34,45.547,-123.139,526,11,0,515,"Washington, Oregon, US"
42125,Washington,Pennsylvania,US,2020-05-05T02:32:34,40.192,-80.246,120,2,0,118,"Washington, Pennsylvania, US"
44009,Washington,Rhode Island,US,2020-05-05T02:32:34,41.46,-71.614,363,0,0,363,"Washington, Rhode Island, US"
47179,Washington,Tennessee,US,2020-05-05T02:32:34,36.295,-82.495,57,0,0,57,"Washington, Tennessee, US"
48477,Washington,Texas,US,2020-05-05T02:32:34,30.215,-96.409,145,18,0,127,"Washington, Texas, US"
50023,Washington,Vermont,US,2020-05-05T02:32:34,44.273,-72.616,35,1,0,34,"Washington, Vermont, US"
51191,Washington,Virginia,US,2020-05-05T02:32:34,36.723,-81.957,39,3,0,36,"Washington, Virginia, US"
55131,Washington,Wisconsin,US,2020-05-05T02:32:34,43.369,-88.23,104,4,0,100,"Washington, Wisconsin, US"
40149,Washita,Oklahoma,US,2020-05-05T02:32:34,35.291,-98.992,0,0,0,0,"Washita, Oklahoma, US"
32031,Washoe,Nevada,US,2020-05-05T02:32:34,40.561,-119.603,988,34,0,954,"Washoe, Nevada, US"
26161,Washtenaw,Michigan,US,2020-05-05T02:32:34,42.253,-83.839,1118,76,0,1042,"Washtenaw, Michigan, US"
37189,Watauga,North Carolina,US,2020-05-05T02:32:34,36.231,-81.7,9,0,0,9,"Watauga, North Carolina, US"
27165,Watonwan,Minnesota,US,2020-05-05T02:32:34,43.978,-94.614,15,0,0,15,"Watonwan, Minnesota, US"
55133,Waukesha,Wisconsin,US,2020-05-05T02:32:34,43.018,-88.304,367,20,0,347,"Waukesha, Wisconsin, US"
55135,Waupaca,Wisconsin,US,2020-05-05T02:32:34,44.471,-88.965,10,1,0,9,"Waupaca, Wisconsin, US"
55137,Waushara,Wisconsin,US,2020-05-05T02:32:34,44.113,-89.243,2,0,0,2,"Waushara, Wisconsin, US"
13305,Wayne,Georgia,US,2020-05-05T02:32:34,31.552,-81.919,13,0,0,13,"Wayne, Georgia, US"
17191,Wayne,Illinois,US,2020-05-05T02:32:34,38.43,-88.426,2,0,0,2,"Wayne, Illinois, US"
18177,Wayne,Indiana,US,2020-05-05T02:32:34,39.863,-85.01,39,3,0,36,"Wayne, Indiana, US"
19185,Wayne,Iowa,US,2020-05-05T02:32:34,40.74,-93.328,1,0,0,1,"Wayne, Iowa, US"
21231,Wayne,Kentucky,US,2020-05-05T02:32:34,36.803,-84.825,8,0,0,8,"Wayne, Kentucky, US"
26163,Wayne,Michigan,US,2020-05-05T02:32:34,42.281,-83.281,17314,1924,0,15390,"Wayne, Michigan, US"
28153,Wayne,Mississippi,US,2020-05-05T02:32:34,31.641,-88.696,24,0,0,24,"Wayne, Mississippi, US"
31179,Wayne,Nebraska,US,2020-05-05T02:32:34,42.209,-97.119,1,0,0,1,"Wayne, Nebraska, US"
36117,Wayne,New York,US,2020-05-05T02:32:34,43.155,-77.03,76,2,0,74,"Wayne, New York, US"
37191,Wayne,North Carolina,US,2020-05-05T02:32:34,35.364,-78.0,685,11,0,674,"Wayne, North Carolina, US"
39169,Wayne,Ohio,US,2020-05-05T02:32:34,40.829,-81.888,161,33,0,128,"Wayne, Ohio, US"
42127,Wayne,Pennsylvania,US,2020-05-05T02:32:34,41.674,-75.248,109,5,0,104,"Wayne, Pennsylvania, US"
47181,Wayne,Tennessee,US,2020-05-05T02:32:34,35.239,-87.786,4,0,0,4,"Wayne, Tennessee, US"
54099,Wayne,West Virginia,US,2020-05-05T02:32:34,38.149,-82.423,90,7,0,83,"Wayne, West Virginia, US"
51820,Waynesboro,Virginia,US,2020-05-05T02:32:34,38.065,-78.903,14,0,0,14,"Waynesboro, Virginia, US"
47183,Weakley,Tennessee,US,2020-05-05T02:32:34,36.299,-88.72,24,0,0,24,"Weakley, Tennessee, US"
48479,Webb,Texas,US,2020-05-05T02:32:34,27.761,-99.332,391,16,0,375,"Webb, Texas, US"
,Weber-Morgan,Utah,US,2020-05-05T02:32:34,41.271,-111.915,167,2,0,165,"Weber-Morgan, Utah, US"
13307,Webster,Georgia,US,2020-05-05T02:32:34,32.041,-84.547,10,2,0,8,"Webster, Georgia, US"
19187,Webster,Iowa,US,2020-05-05T02:32:34,42.429,-94.18,6,0,0,6,"Webster, Iowa, US"
21233,Webster,Kentucky,US,2020-05-05T02:32:34,37.522,-87.68,24,0,0,24,"Webster, Kentucky, US"
22119,Webster,Louisiana,US,2020-05-05T02:32:34,32.708,-93.331,92,4,0,88,"Webster, Louisiana, US"
28155,Webster,Mississippi,US,2020-05-05T02:32:34,33.613,-89.284,20,1,0,19,"Webster, Mississippi, US"
29225,Webster,Missouri,US,2020-05-05T02:32:34,37.281,-92.876,15,0,0,15,"Webster, Missouri, US"
31181,Webster,Nebraska,US,2020-05-05T02:32:34,40.176,-98.5,5,0,0,5,"Webster, Nebraska, US"
08123,Weld,Colorado,US,2020-05-05T02:32:34,40.555,-104.393,1897,102,0,1795,"Weld, Colorado, US"
18179,Wells,Indiana,US,2020-05-05T02:32:34,40.729,-85.221,7,0,0,7,"Wells, Indiana, US"
38103,Wells,North Dakota,US,2020-05-05T02:32:34,47.586,-99.659,2,0,0,2,"Wells, North Dakota, US"
22121,West Baton Rouge,Louisiana,US,2020-05-05T02:32:34,30.461,-91.31,111,22,0,89,"West Baton Rouge, Louisiana, US"
22123,West Carroll,Louisiana,US,2020-05-05T02:32:34,32.786,-91.461,4,0,0,4,"West Carroll, Louisiana, US"
22125,West Feliciana,Louisiana,US,2020-05-05T02:32:34,30.879,-91.415,153,3,0,150,"West Feliciana, Louisiana, US"
36119,Westchester,New York,US,2020-05-05T02:32:34,41.122,-73.795,30097,1101,0,28996,"Westchester, New York, US"
42129,Westmoreland,Pennsylvania,US,2020-05-05T02:32:34,40.314,-79.466,403,26,0,377,"Westmoreland, Pennsylvania, US"
51193,Westmoreland,Virginia,US,2020-05-05T02:32:34,38.11,-76.802,31,0,0,31,"Westmoreland, Virginia, US"
54103,Wetzel,West Virginia,US,2020-05-05T02:32:34,39.607,-80.64,3,0,0,3,"Wetzel, West Virginia, US"
26165,Wexford,Michigan,US,2020-05-05T02:32:34,44.339,-85.577,9,2,0,7,"Wexford, Michigan, US"
48481,Wharton,Texas,US,2020-05-05T02:32:34,29.278,-96.223,39,0,0,39,"Wharton, Texas, US"
53073,Whatcom,Washington,US,2020-05-05T02:32:34,48.822,-121.749,317,28,0,289,"Whatcom, Washington, US"
30107,Wheatland,Montana,US,2020-05-05T02:32:34,46.467,-109.846,1,0,0,1,"Wheatland, Montana, US"
13309,Wheeler,Georgia,US,2020-05-05T02:32:34,32.12,-82.726,5,0,0,5,"Wheeler, Georgia, US"
48483,Wheeler,Texas,US,2020-05-05T02:32:34,35.401,-100.27,9,0,0,9,"Wheeler, Texas, US"
05145,White,Arkansas,US,2020-05-05T02:32:34,35.257,-91.749,35,1,0,34,"White, Arkansas, US"
13311,White,Georgia,US,2020-05-05T02:32:34,34.646,-83.749,79,0,0,79,"White, Georgia, US"
17193,White,Illinois,US,2020-05-05T02:32:34,38.087,-88.177,2,0,0,2,"White, Illinois, US"
18181,White,Indiana,US,2020-05-05T02:32:34,40.749,-86.865,99,0,0,99,"White, Indiana, US"
47185,White,Tennessee,US,2020-05-05T02:32:34,35.929,-85.456,15,0,0,15,"White, Tennessee, US"
32033,White Pine,Nevada,US,2020-05-05T02:32:34,39.442,-114.9,3,0,0,3,"White Pine, Nevada, US"
17195,Whiteside,Illinois,US,2020-05-05T02:32:34,41.755,-89.916,92,6,0,86,"Whiteside, Illinois, US"
13313,Whitfield,Georgia,US,2020-05-05T02:32:34,34.81,-84.961,126,6,0,120,"Whitfield, Georgia, US"
18183,Whitley,Indiana,US,2020-05-05T02:32:34,41.139,-85.508,21,1,0,20,"Whitley, Indiana, US"
21235,Whitley,Kentucky,US,2020-05-05T02:32:34,36.757,-84.145,11,0,0,11,"Whitley, Kentucky, US"
53075,Whitman,Washington,US,2020-05-05T02:32:34,46.9,-117.524,14,0,0,14,"Whitman, Washington, US"
48485,Wichita,Texas,US,2020-05-05T02:32:34,33.988,-98.704,65,2,0,63,"Wichita, Texas, US"
24045,Wicomico,Maryland,US,2020-05-05T02:32:34,38.373,-75.627,480,10,0,470,"Wicomico, Maryland, US"
48487,Wilbarger,Texas,US,2020-05-05T02:32:34,34.079,-99.242,1,0,0,1,"Wilbarger, Texas, US"
01131,Wilcox,Alabama,US,2020-05-05T02:32:34,31.988,-87.309,72,4,0,68,"Wilcox, Alabama, US"
13315,Wilcox,Georgia,US,2020-05-05T02:32:34,31.975,-83.434,90,10,0,80,"Wilcox, Georgia, US"
13317,Wilkes,Georgia,US,2020-05-05T02:32:34,33.783,-82.743,25,0,0,25,"Wilkes, Georgia, US"
37193,Wilkes,North Carolina,US,2020-05-05T02:32:34,36.208,-81.162,115,1,0,114,"Wilkes, North Carolina, US"
27167,Wilkin,Minnesota,US,2020-05-05T02:32:34,46.357,-96.468,11,3,0,8,"Wilkin, Minnesota, US"
13319,Wilkinson,Georgia,US,2020-05-05T02:32:34,32.803,-83.171,36,2,0,34,"Wilkinson, Georgia, US"
28157,Wilkinson,Mississippi,US,2020-05-05T02:32:34,31.161,-91.31,70,7,0,63,"Wilkinson, Mississippi, US"
17197,Will,Illinois,US,2020-05-05T02:32:34,41.446,-87.979,3066,169,0,2897,"Will, Illinois, US"
48489,Willacy,Texas,US,2020-05-05T02:32:34,26.474,-97.615,13,1,0,12,"Willacy, Texas, US"
38105,Williams,North Dakota,US,2020-05-05T02:32:34,48.345,-103.479,11,0,0,11,"Williams, North Dakota, US"
39171,Williams,Ohio,US,2020-05-05T02:32:34,41.561,-84.584,41,1,0,40,"Williams, Ohio, US"
45089,Williamsburg,South Carolina,US,2020-05-05T02:32:34,33.622,-79.728,91,2,0,89,"Williamsburg, South Carolina, US"
51830,Williamsburg,Virginia,US,2020-05-05T02:32:34,37.281,-76.709,23,2,0,21,"Williamsburg, Virginia, US"
17199,Williamson,Illinois,US,2020-05-05T02:32:34,37.73,-88.93,35,0,0,35,"Williamson, Illinois, US"
47187,Williamson,Tennessee,US,2020-05-05T02:32:34,35.918,-86.862,431,9,0,422,"Williamson, Tennessee, US"
48491,Williamson,Texas,US,2020-05-05T02:32:34,30.647,-97.6,328,10,0,318,"Williamson, Texas, US"
20205,Wilson,Kansas,US,2020-05-05T02:32:34,37.559,-95.743,1,0,0,1,"Wilson, Kansas, US"
37195,Wilson,North Carolina,US,2020-05-05T02:32:34,35.706,-77.918,180,7,0,173,"Wilson, North Carolina, US"
47189,Wilson,Tennessee,US,2020-05-05T02:32:34,36.155,-86.298,276,5,0,271,"Wilson, Tennessee, US"
48493,Wilson,Texas,US,2020-05-05T02:32:34,29.173,-98.087,33,3,0,30,"Wilson, Texas, US"
51840,Winchester,Virginia,US,2020-05-05T02:32:34,39.171,-78.173,50,0,0,50,"Winchester, Virginia, US"
09015,Windham,Connecticut,US,2020-05-05T02:32:34,41.83,-71.982,217,3,0,214,"Windham, Connecticut, US"
50025,Windham,Vermont,US,2020-05-05T02:32:34,42.987,-72.713,72,3,0,69,"Windham, Vermont, US"
50027,Windsor,Vermont,US,2020-05-05T02:32:34,43.58,-72.586,43,2,0,41,"Windsor, Vermont, US"
48495,Winkler,Texas,US,2020-05-05T02:32:34,31.85,-103.049,3,0,0,3,"Winkler, Texas, US"
22127,Winn,Louisiana,US,2020-05-05T02:32:34,31.944,-92.638,44,2,0,42,"Winn, Louisiana, US"
17201,Winnebago,Illinois,US,2020-05-05T02:32:34,42.336,-89.161,638,18,0,620,"Winnebago, Illinois, US"
19189,Winnebago,Iowa,US,2020-05-05T02:32:34,43.378,-93.734,3,0,0,3,"Winnebago, Iowa, US"
55139,Winnebago,Wisconsin,US,2020-05-05T02:32:34,44.069,-88.645,72,1,0,71,"Winnebago, Wisconsin, US"
19191,Winneshiek,Iowa,US,2020-05-05T02:32:34,43.291,-91.844,18,0,0,18,"Winneshiek, Iowa, US"
27169,Winona,Minnesota,US,2020-05-05T02:32:34,43.988,-91.781,67,15,0,52,"Winona, Minnesota, US"
01133,Winston,Alabama,US,2020-05-05T02:32:34,34.15,-87.373,16,0,0,16,"Winston, Alabama, US"
28159,Winston,Mississippi,US,2020-05-05T02:32:34,33.087,-89.034,49,0,0,49,"Winston, Mississippi, US"
54105,Wirt,West Virginia,US,2020-05-05T02:32:34,39.028,-81.375,3,0,0,3,"Wirt, West Virginia, US"
48497,Wise,Texas,US,2020-05-05T02:32:34,33.216,-97.655,26,2,0,24,"Wise, Texas, US"
51195,Wise,Virginia,US,2020-05-05T02:32:34,36.975,-82.624,22,1,0,21,"Wise, Virginia, US"
39173,Wood,Ohio,US,2020-05-05T02:32:34,41.362,-83.623,193,24,0,169,"Wood, Ohio, US"
48499,Wood,Texas,US,2020-05-05T02:32:34,32.787,-95.382,10,0,0,10,"Wood, Texas, US"
54107,Wood,West Virginia,US,2020-05-05T02:32:34,39.21,-81.516,41,2,0,39,"Wood, West Virginia, US"
55141,Wood,Wisconsin,US,2020-05-05T02:32:34,44.455,-90.042,2,0,0,2,"Wood, Wisconsin, US"
19193,Woodbury,Iowa,US,2020-05-05T02:32:34,42.39,-96.046,1152,2,0,1150,"Woodbury, Iowa, US"
17203,Woodford,Illinois,US,2020-05-05T02:32:34,40.786,-89.21,13,1,0,12,"Woodford, Illinois, US"
21239,Woodford,Kentucky,US,2020-05-05T02:32:34,38.042,-84.742,18,0,0,18,"Woodford, Kentucky, US"
05147,Woodruff,Arkansas,US,2020-05-05T02:32:34,35.189,-91.244,1,0,0,1,"Woodruff, Arkansas, US"
40151,Woods,Oklahoma,US,2020-05-05T02:32:34,36.767,-98.866,3,0,0,3,"Woods, Oklahoma, US"
20207,Woodson,Kansas,US,2020-05-05T02:32:34,37.887,-95.74,6,0,0,6,"Woodson, Kansas, US"
40153,Woodward,Oklahoma,US,2020-05-05T02:32:34,36.423,-99.263,1,0,0,1,"Woodward, Oklahoma, US"
24047,Worcester,Maryland,US,2020-05-05T02:32:34,38.213,-75.332,80,3,0,77,"Worcester, Maryland, US"
25027,Worcester,Massachusetts,US,2020-05-05T02:32:34,42.35,-71.905,6471,320,0,6151,"Worcester, Massachusetts, US"
13321,Worth,Georgia,US,2020-05-05T02:32:34,31.552,-83.851,167,11,0,156,"Worth, Georgia, US"
19195,Worth,Iowa,US,2020-05-05T02:32:34,43.378,-93.261,1,0,0,1,"Worth, Iowa, US"
29227,Worth,Missouri,US,2020-05-05T02:32:34,40.479,-94.423,1,0,0,1,"Worth, Missouri, US"
19197,Wright,Iowa,US,2020-05-05T02:32:34,42.733,-93.735,3,0,0,3,"Wright, Iowa, US"
27171,Wright,Minnesota,US,2020-05-05T02:32:34,45.173,-93.962,54,1,0,53,"Wright, Minnesota, US"
29229,Wright,Missouri,US,2020-05-05T02:32:34,37.27,-92.469,10,0,0,10,"Wright, Missouri, US"
39175,Wyandot,Ohio,US,2020-05-05T02:32:34,40.843,-83.307,24,2,0,22,"Wyandot, Ohio, US"
20209,Wyandotte,Kansas,US,2020-05-05T02:32:34,39.117,-94.764,879,61,0,818,"Wyandotte, Kansas, US"
36121,Wyoming,New York,US,2020-05-05T02:32:34,42.701,-78.222,69,5,0,64,"Wyoming, New York, US"
42131,Wyoming,Pennsylvania,US,2020-05-05T02:32:34,41.52,-76.011,27,2,0,25,"Wyoming, Pennsylvania, US"
54109,Wyoming,West Virginia,US,2020-05-05T02:32:34,37.612,-81.545,1,0,0,1,"Wyoming, West Virginia, US"
51197,Wythe,Virginia,US,2020-05-05T02:32:34,36.916,-81.078,12,1,0,11,"Wythe, Virginia, US"
37197,Yadkin,North Carolina,US,2020-05-05T02:32:34,36.162,-80.662,24,1,0,23,"Yadkin, North Carolina, US"
53077,Yakima,Washington,US,2020-05-05T02:32:34,46.457,-120.738,1372,48,0,1324,"Yakima, Washington, US"
28161,Yalobusha,Mississippi,US,2020-05-05T02:32:34,34.028,-89.708,20,0,0,20,"Yalobusha, Mississippi, US"
41071,Yamhill,Oregon,US,2020-05-05T02:32:34,45.233,-123.309,40,7,0,33,"Yamhill, Oregon, US"
37199,Yancey,North Carolina,US,2020-05-05T02:32:34,35.901,-82.312,1,0,0,1,"Yancey, North Carolina, US"
46135,Yankton,South Dakota,US,2020-05-05T02:32:34,43.009,-97.395,28,0,0,28,"Yankton, South Dakota, US"
36123,Yates,New York,US,2020-05-05T02:32:34,42.635,-77.104,19,1,0,18,"Yates, New York, US"
04025,Yavapai,Arizona,US,2020-05-05T02:32:34,34.599,-112.554,93,1,0,92,"Yavapai, Arizona, US"
28163,Yazoo,Mississippi,US,2020-05-05T02:32:34,32.779,-90.397,151,2,0,149,"Yazoo, Mississippi, US"
05149,Yell,Arkansas,US,2020-05-05T02:32:34,35.003,-93.412,6,1,0,5,"Yell, Arkansas, US"
27173,Yellow Medicine,Minnesota,US,2020-05-05T02:32:34,44.717,-95.868,3,0,0,3,"Yellow Medicine, Minnesota, US"
30111,Yellowstone,Montana,US,2020-05-05T02:32:34,45.94,-108.269,83,2,0,81,"Yellowstone, Montana, US"
48501,Yoakum,Texas,US,2020-05-05T02:32:34,33.173,-102.828,1,0,0,1,"Yoakum, Texas, US"
06113,Yolo,California,US,2020-05-05T02:32:34,38.765,-121.902,171,19,0,152,"Yolo, California, US"
23031,York,Maine,US,2020-05-05T02:32:34,43.478,-70.711,219,7,0,212,"York, Maine, US"
31185,York,Nebraska,US,2020-05-05T02:32:34,40.873,-97.597,12,0,0,12,"York, Nebraska, US"
42133,York,Pennsylvania,US,2020-05-05T02:32:34,39.921,-76.73,702,11,0,691,"York, Pennsylvania, US"
45091,York,South Carolina,US,2020-05-05T02:32:34,34.973,-81.181,222,3,0,219,"York, South Carolina, US"
51199,York,Virginia,US,2020-05-05T02:32:34,37.244,-76.544,47,1,0,46,"York, Virginia, US"
48503,Young,Texas,US,2020-05-05T02:32:34,33.177,-98.688,4,1,0,3,"Young, Texas, US"
06115,Yuba,California,US,2020-05-05T02:32:34,39.263,-121.354,19,1,0,18,"Yuba, California, US"
02290,Yukon-Koyukuk,Alaska,US,2020-05-05T02:32:34,65.508,-151.391,1,0,0,1,"Yukon-Koyukuk, Alaska, US"
04027,Yuma,Arizona,US,2020-05-05T02:32:34,32.769,-113.907,115,1,0,114,"Yuma, Arizona, US"
08125,Yuma,Colorado,US,2020-05-05T02:32:34,40.003,-102.426,9,0,0,9,"Yuma, Colorado, US"
48505,Zapata,Texas,US,2020-05-05T02:32:34,27.002,-99.17,7,0,0,7,"Zapata, Texas, US"
48507,Zavala,Texas,US,2020-05-05T02:32:34,28.866,-99.761,1,0,0,1,"Zavala, Texas, US"
,,Alberta,Canada,2020-05-05T02:32:34,53.933,-116.576,5836,104,0,5732,"Alberta, Canada"
,,Anguilla,United Kingdom,2020-05-05T02:32:34,18.221,-63.069,3,0,3,0,"Anguilla, United Kingdom"
,,Anhui,China,2020-05-05T02:32:34,31.826,117.226,991,6,985,0,"Anhui, China"
,,Aruba,Netherlands,2020-05-05T02:32:34,12.519,-70.036,100,2,81,17,"Aruba, Netherlands"
,,Australian Capital Territory,Australia,2020-05-05T02:32:34,-35.474,149.012,107,3,103,1,"Australian Capital Territory, Australia"
,,Beijing,China,2020-05-05T02:32:34,40.182,116.414,593,9,554,30,"Beijing, China"
,,Bermuda,United Kingdom,2020-05-05T02:32:34,32.308,-64.751,115,7,54,54,"Bermuda, United Kingdom"
,,"Bonaire, Sint Eustatius and Saba",Netherlands,2020-05-05T02:32:34,12.178,-68.239,6,0,0,6,"Bonaire, Sint Eustatius and Saba, Netherlands"
,,British Columbia,Canada,2020-05-05T02:32:34,49.283,-123.121,2224,117,0,2107,"British Columbia, Canada"
,,British Virgin Islands,United Kingdom,2020-05-05T02:32:34,18.421,-64.64,6,1,3,2,"British Virgin Islands, United Kingdom"
,,Cayman Islands,United Kingdom,2020-05-05T02:32:34,19.313,-81.255,75,1,14,60,"Cayman Islands, United Kingdom"
,,Channel Islands,United Kingdom,2020-05-05T02:32:34,49.372,-2.364,544,41,406,97,"Channel Islands, United Kingdom"
,,Chongqing,China,2020-05-05T02:32:34,30.057,107.874,579,6,573,0,"Chongqing, China"
,,Curacao,Netherlands,2020-05-05T02:32:34,12.17,-68.99,16,1,13,2,"Curacao, Netherlands"
,,Diamond Princess,Canada,2020-05-05T02:32:34,0.0,0.0,1,1,0,0,"Diamond Princess, Canada"
88888,,Diamond Princess,US,2020-05-05T02:32:34,35.444,139.638,49,0,0,49,"Diamond Princess, US"
,,Falkland Islands (Malvinas),United Kingdom,2020-05-05T02:32:34,-51.796,-59.524,13,0,13,0,"Falkland Islands (Malvinas), United Kingdom"
,,Faroe Islands,Denmark,2020-05-05T02:32:34,61.893,-6.912,187,0,185,2,"Faroe Islands, Denmark"
,,French Guiana,France,2020-05-05T02:32:34,3.934,-53.126,133,1,100,32,"French Guiana, France"
,,French Polynesia,France,2020-05-05T02:32:34,-17.68,149.407,58,0,53,5,"French Polynesia, France"
,,Fujian,China,2020-05-05T02:32:34,26.079,117.987,356,1,353,2,"Fujian, China"
,,Gansu,China,2020-05-05T02:32:34,36.061,103.834,139,2,137,0,"Gansu, China"
,,Gibraltar,United Kingdom,2020-05-05T02:32:34,36.141,-5.354,144,0,133,11,"Gibraltar, United Kingdom"
,,Grand Princess,Canada,2020-05-05T02:32:34,37.649,-122.665,13,0,0,13,"Grand Princess, Canada"
99999,,Grand Princess,US,2020-05-05T02:32:34,37.649,-122.665,103,3,0,100,"Grand Princess, US"
,,Greenland,Denmark,2020-05-05T02:32:34,71.707,-42.604,11,0,11,0,"Greenland, Denmark"
,,Guadeloupe,France,2020-05-05T02:32:34,16.25,-61.583,152,12,98,42,"Guadeloupe, France"
66000,,Guam,US,2020-05-05T02:32:34,13.444,144.794,145,5,0,140,"Guam, US"
,,Guangdong,China,2020-05-05T02:32:34,23.342,113.424,1588,8,1571,9,"Guangdong, China"
,,Guangxi,China,2020-05-05T02:32:34,23.83,108.788,254,2,252,0,"Guangxi, China"
